name,num_frames,ignore_first,scale_s,RotErr_mean,RotErr_median,RotErr_min,RotErr_max,TransErr_mean,TransErr_median,TransErr_min,TransErr_max
video0_cam01.json,81,True,0.0,13.7736848035718,13.318829713823712,0.2551154760052979,28.69017682264025,0.0,0.0,0.0,0.0
video1_cam01.json,81,True,0.0,12.879621001642917,12.559847357839345,0.30564272576039003,27.373632172479212,0.0,0.0,0.0,0.0
video2_cam01.json,81,True,0.0,10.792787607944485,10.66566134411867,0.2501740137439905,21.863772134607462,0.0,0.0,0.0,0.0
video3_cam01.json,81,True,0.0,10.306347205314557,9.946854471572447,0.2912861673550818,21.366286212888777,0.0,0.0,0.0,0.0
video4_cam01.json,81,True,0.0,10.976429009255089,11.108706338818834,0.2491530400282791,21.506048870567156,0.0,0.0,0.0,0.0
video5_cam01.json,81,True,0.0,11.231350394823622,11.193456021736875,0.3197518991251121,22.388603933398326,0.0,0.0,0.0,0.0
video6_cam01.json,81,True,0.0,11.099040968540148,10.790697473315404,0.2595981451553961,23.315686598665984,0.0,0.0,0.0,0.0
video7_cam01.json,81,True,0.0,12.489858098611041,12.542101296856245,0.3945847494482857,23.403308598199335,0.0,0.0,0.0,0.0
video8_cam01.json,81,True,0.0,16.38437023692787,16.521128898065346,0.40101821795428866,32.23964724714469,0.0,0.0,0.0,0.0
video9_cam01.json,81,True,0.0,10.195326371602693,10.107084564788796,0.26065854550983886,20.387226971225292,0.0,0.0,0.0,0.0
OVERALL,,True,,12.012881569823422,,,,0.0,,,
