name,num_frames,ignore_first,scale_s,RotErr_mean,RotErr_median,RotErr_min,RotErr_max,TransErr_mean,TransErr_median,TransErr_min,TransErr_max
video0_cam01.json,81,True,0.0,10.851473417050073,11.044654566927203,0.2952993378171782,20.411031258558275,0.0,0.0,0.0,0.0
video1_cam01.json,81,True,0.0,12.010581802214226,12.289001253980864,0.3227571548905187,22.965948827196247,0.0,0.0,0.0,0.0
video2_cam01.json,81,True,0.0,11.43801727573884,11.181971421045894,0.31283653039782294,23.289020256182003,0.0,0.0,0.0,0.0
video3_cam01.json,81,True,0.0,10.417696659594526,10.130082663479023,0.25531239025520963,20.937232419971515,0.0,0.0,0.0,0.0
video4_cam01.json,81,True,0.0,12.506670356172915,11.765691942027292,0.36732442211033156,26.64898650676944,0.0,0.0,0.0,0.0
video5_cam01.json,81,True,0.0,12.72892695408671,12.472168571931384,0.2508258992772107,26.37873628361316,0.0,0.0,0.0,0.0
video6_cam01.json,81,True,0.0,10.57879028878326,11.071141036155788,0.27545659122687316,18.8259763729711,0.0,0.0,0.0,0.0
video7_cam01.json,81,True,0.0,14.55011398229775,14.48451749542151,0.31079296980694743,29.63736413829806,0.0,0.0,0.0,0.0
video8_cam01.json,81,True,0.0,12.294745609788194,12.102777056930297,0.2620739703268863,25.607349927882296,0.0,0.0,0.0,0.0
video9_cam01.json,81,True,0.0,13.739155918312548,13.395717723278896,0.2637724110152566,28.487695275215927,0.0,0.0,0.0,0.0
OVERALL,,True,,12.111617226403904,,,,0.0,,,
