name,num_frames,ignore_first,scale_s,RotErr_mean,RotErr_median,RotErr_min,RotErr_max,TransErr_mean,TransErr_median,TransErr_min,TransErr_max
video0_cam09.json,81,True,-0.62928260635094,16.603124034922565,17.168391898688142,0.37642480711563525,30.908219354909832,0.9727531382130661,1.019000820787214,0.02844824212233067,1.82644046640751
video1_cam09.json,81,True,-0.0813651308259255,21.557457917492552,22.259021140054323,0.48135414241130753,40.578765877019556,1.0321528059848064,1.0300544316537121,0.025698870234479747,2.043059244283987
video2_cam09.json,81,True,0.020671110464002076,17.296680925225857,16.407969352451268,0.39402230356754187,36.63288452593555,1.0404576054819166,1.037107719855456,0.025990181533499336,2.062452040352315
video3_cam09.json,81,True,-0.4653440892319608,17.087172373729878,16.70247071512449,0.32106014810754063,35.92167939605025,1.028441236584466,1.0430852999401727,0.02679206725808524,1.9877302660359595
video4_cam09.json,81,True,0.02586540389983642,15.29629901821437,15.49073867242617,0.3664551511158689,31.262156391665464,1.0265773514181231,1.0078725506920305,0.025074538391635665,2.081038823338304
video5_cam09.json,81,True,-0.6401058673388386,16.049601678179265,16.225094496150973,0.3836814585336964,31.100662887203697,1.018948617543789,1.018644194041188,0.025905868506382577,2.0116202028295365
video6_cam09.json,81,True,0.043293153915150456,14.198088662587576,14.256109595029942,0.3540064650926012,27.57330814892135,1.0187916742648433,1.013671911249753,0.025035226163417846,2.031847666263316
video7_cam09.json,81,True,-0.559063103988443,20.87531589802101,21.481981412155786,0.3995479125202737,40.29951520361341,1.0162031812079892,1.03198601236768,0.027139530170736167,1.9505434356478741
video8_cam09.json,81,True,-0.3162561500224238,22.476143843279452,22.469511961381855,0.5613635727929237,44.442034831938095,1.0140025148591074,1.0143297850517188,0.02526898257964326,2.000703917814963
video9_cam09.json,81,True,-0.14447320010496895,23.192290688360263,23.90861332835687,0.5567412786421367,44.295023625961896,1.0108311702135098,1.011709888532554,0.02586703879147572,1.994514451694977
OVERALL,,True,,18.46321750400128,,,,1.0179159295771618,,,
