name,num_frames,ignore_first,scale_s,RotErr_mean,RotErr_median,RotErr_min,RotErr_max,TransErr_mean,TransErr_median,TransErr_min,TransErr_max
video0_cam03.json,81,True,0.0,7.409113531807298,6.502974711005624,0.1651620437270309,17.856831441195308,0.0,0.0,0.0,0.0
video1_cam03.json,81,True,0.0,7.793880299033228,7.849133342959595,0.2126560525438829,15.218640237256812,0.0,0.0,0.0,0.0
video2_cam03.json,81,True,0.0,6.511818893610645,6.538039246885063,0.14017827165330068,12.812423242173859,0.0,0.0,0.0,0.0
video3_cam03.json,81,True,0.0,5.802924984961163,5.538460050296663,0.14093517572211475,12.340083037100337,0.0,0.0,0.0,0.0
video4_cam03.json,81,True,0.0,6.407554720627094,6.196265822441081,0.16027439461477497,13.431524492491647,0.0,0.0,0.0,0.0
video5_cam03.json,81,True,0.0,6.95883453555786,7.070352541346842,0.16484301702128545,13.4290522571936,0.0,0.0,0.0,0.0
video6_cam03.json,81,True,0.0,6.574637628820797,6.257825123659959,0.12783808214974424,13.752037562721956,0.0,0.0,0.0,0.0
video7_cam03.json,81,True,0.0,6.44416658152563,6.384803491222568,0.19342984120332574,13.051533576722058,0.0,0.0,0.0,0.0
video8_cam03.json,81,True,0.0,7.915659986270692,8.179036862165152,0.20071109159225603,14.912020388655202,0.0,0.0,0.0,0.0
video9_cam03.json,81,True,0.0,7.812021544140174,8.007895083542586,0.19531761273594742,14.721563363535136,0.0,0.0,0.0,0.0
OVERALL,,True,,6.963061270635459,,,,0.0,,,
