video_pair,num_pairs,clip_v,note
1,105,0.921091385682424,
10,105,0.6374485878717332,
2,105,0.6788777584121339,
3,105,0.6698488190060571,
4,105,0.6879800348054795,
5,105,0.7016139104252771,
6,105,0.6816567284720284,
7,105,0.7148032699312482,
8,105,0.6871212255387079,
9,105,0.6666098571958997,
ALL_MEAN,,0.7047051577340989,mean_over_10_video_pairs
