video_pair,num_pairs,clip_v,note
1,21,0.8236776334898812,
10,21,0.8890636903899056,
2,21,0.9280507110414051,
3,21,0.9273706646192641,
4,21,0.9238188493819464,
5,21,0.877778430779775,
6,21,0.8334061077662877,
7,21,0.7875241126332965,
8,21,0.8356783134596688,
9,21,0.8503975783075605,
ALL_MEAN,,0.8676766091868992,mean_over_10_video_pairs
